hect,quad,tree,d0,d1,d2,fam,gen,sp
7,164,3683,25.3,26,26.6,Burseraceae,Tetragastris,Tetragastris panamensis (Engl.) Kuntze
7,164,3684,,,,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
7,164,3685,23.2,25,26.8,Apocynaceae,Rauvolfia,Rauvolfia sprucei Mull. Arg.
7,164,3686,11.6,12,12.5,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
7,164,3687,14.8,15.1,15.2,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
7,164,3688,28.9,29.8,30.5,Burseraceae,Trattinnickia,Trattinnickia boliviana (Swart) Daly
7,164,3689,26,26,26,Nyctaginaceae,Neea,Neea sp. 3
7,164,3690,14.5,14.5,14.5,Sapotaceae,Pouteria,Pouteria macrophylla (Lam.) Eyma
7,164,3691,10.1,10,10,Sapotaceae,Pouteria,Pouteria reticulata (Engl.) Eyma
7,164,3692,54.3,55.5,57.4,Lecythidaceae,Lecythis,Lecythis chartacea Berg
7,164,5202,12,12.3,12.7,Myrtaceae,Myrcia,Myrcia grandis McVaugh
7,164,5394,11,11,,Melastomataceae,Miconia,Miconia sp. nov. aff. lepidota/punctata
7,164,5395,11,11.1,11.3,Lecythidaceae,Corythophora,Corythophora rimosa W. A. Rodrigues
7,164,5396,10.2,10.4,10.3,Olacaceae,Minquartia,Minquartia guianensis Aubl.
7,164,5609,,10.3,11.3,Sapotaceae,Pouteria,Pouteria platyphylla (A. C. Smith) Baehni
7,164,6398,11.1,12,12.8,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
7,164,6723,,,10.1,Rubiaceae,,Rubiaceae sp. 4
7,164,89744,,,10,Burseraceae,Protium,Protium hebetatum Daly
7,165,3693,18.4,18.4,18.5,Sapotaceae,Micropholis,Micropholis cylindrocarpa (Poepp.) Pierre
7,165,3694,16.8,18.1,19.5,Fabaceae,Sclerolobium,Sclerolobium chrysophyllum Poepp.
7,165,3695,72.5,74.2,77.1,Lecythidaceae,Eschweilera,Eschweilera cyathiformis S. A. Mori
7,165,3696,16.1,16,16.1,Lecythidaceae,Eschweilera,Eschweilera atropetiolata S. A. Mori
7,165,3697,12.5,12.1,12.4,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,165,3698,,,,Sapotaceae,,
7,165,3699,,,,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,165,3700,,,,Fabaceae,Inga,Inga umbratica Poepp. & Endl.
7,165,3701,15.9,16.4,18.5,Moraceae,Brosimum,Brosimum parinarioides Ducke
7,165,3702,,,,Chrysobalanaceae,Licania,Licania occultans Prance
7,165,3703,50.5,51.5,52.3,Sapotaceae,Pouteria,Pouteria filipes Eyma
7,165,3704,32.4,33.6,34.5,Fabaceae,Peltogyne,Peltogyne catingae Ducke
7,165,3705,12,13,14,Lecythidaceae,Eschweilera,Eschweilera pseudodecolorans S. A. Mori
7,165,3706,23.2,25,27,Lauraceae,Ocotea,Ocotea matogrossensis Vatt.
7,165,3707,11,11.5,12,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
7,165,3708,,,,Lecythidaceae,Eschweilera,Eschweilera cyathiformis S. A. Mori
7,165,3709,11,,13.8,Moraceae,Maquira,Maquira calophylla (Poepp. & Endl.) C. C. Berg
7,165,3710,79.9,79.6,81.8,Olacaceae,Minquartia,Minquartia guianensis Aubl.
7,165,3711,10.7,,,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
7,165,3712,11,11,11.2,Violaceae,Amphirrhox,Amphirrhox longifolia (A. St.-Hil.) Spreng.
7,165,3713,22.2,25,26.4,Celastraceae,Maytenus,Maytenus sp. 2
7,165,3714,13.5,14.5,15.3,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
7,165,3715,17,17.4,,Lauraceae,Ocotea,Ocotea sp. 1
7,165,3716,18,18.1,18,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
7,165,3717,,,,Melastomataceae,Miconia,Miconia pyrifolia Naudin
7,165,5397,12.2,13.5,14.2,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
7,165,6399,10.1,10.4,10.4,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
7,165,6400,10.4,10.5,11.4,Burseraceae,Protium,Protium apiculatum Swart
7,165,6401,12,12.5,,Euphorbiaceae,Hevea,Hevea guianensis Aubl.
7,165,6724,,,10.5,Sapotaceae,Pouteria,Pouteria guianensis Aubl.
7,165,6725,,,10,Burseraceae,Protium,Protium decandrum (Aubl.) Marchand
7,165,6726,,,10.7,Apocynaceae,Lacmellea,Lacmellea arborescens (Mull. Arg. ex Mart.) Markgr.
7,165,6727,,,10.7,Lecythidaceae,,
7,165,6728,,,10.2,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
7,166,3718,10.8,10.9,10.9,Myristicaceae,Iryanthera,Iryanthera dialyandra/ulei
7,166,3719,54.9,55,54.2,Sapotaceae,Pouteria,Pouteria manaosensis (Aubrev. & Pellegr.) T. D. Penn.
7,166,3720,14.7,15,15.1,Sapotaceae,Pouteria,Pouteria decorticans Penn.
7,166,3721,23.6,23.9,24,Burseraceae,Protium,Protium guianense (Aubl.) Marchand
7,166,3722,35.2,75.5,75.4,Clusiaceae,Moronobea,Moronobea coccinea Aubl.
7,166,3723,12.7,13.6,15.1,Lecythidaceae,Eschweilera,Eschweilera grandiflora (Aubl.) Sandw.
7,166,3724,17,17.5,18,Rubiaceae,Coussarea,Coussarea sp. 3
7,166,3725,16,,,Myrtaceae,Marlierea,Marlierea spruceana O. Berg
7,166,3726,24.6,25.5,27.1,Combretaceae,Buchenavia,Buchenavia tomentosa Eichler
7,166,3727,15.6,16.4,18,Lecythidaceae,Eschweilera,Eschweilera micrantha (O. Berg) Miers
7,166,3728,19,19.7,20.4,Myrtaceae,Marlierea,Marlierea umbraticola (Kunth) O. Berg
7,166,3729,14.7,15.1,16.2,Lecythidaceae,Eschweilera,Eschweilera rankiniae S. A. Mori
7,166,3730,70.7,,,Fabaceae,Parkia,Parkia decussata Ducke
7,166,3731,,,,Sapotaceae,Ecclinusa,Ecclinusa guianensis Eyma
7,166,3732,,,,Celastraceae,Maytenus,Maytenus sp. 2
7,166,3733,12.5,12.5,,Burseraceae,Protium,Protium hebetatum Daly
7,166,3734,11.4,,,Nyctaginaceae,Neea,Neea sp. 2
7,166,3735,36.8,37,36.9,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
7,166,3736,14.5,14.5,14.9,Annonaceae,Unonopsis,Unonopsis sp.
7,166,3737,12.3,,,Lauraceae,Ocotea,Ocotea sandwithii Kosterm.
7,166,3738,15.4,17.2,17.2,Sapotaceae,Pouteria,Pouteria engleri Eyma
7,166,3739,12.7,14,16.4,Fabaceae,Peltogyne,Peltogyne catingae Ducke
7,166,3740,13.5,13.5,,Fabaceae,Inga,Inga sp. 10
7,166,3741,,,,Sapotaceae,Micropholis,Micropholis guyanensis (A. DC.) Pierre
7,166,6402,10.4,12,12.2,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,166,6729,,,10.3,Fabaceae,Cynometra,Cynometra longicuspis Ducke
7,166,6730,,,11,Myrtaceae,Eugenia,Eugenia sp. 13
7,166,6731,,,11.4,Fabaceae,,Fabaceae sp. 24
7,167,3742,25.3,25.5,25.3,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
7,167,3743,15,17,14.3,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
7,167,3744,39.1,40.2,42.1,Lecythidaceae,Eschweilera,Eschweilera collina Eyma
7,167,3745,,,,Humiriaceae,Vantanea,Vantanea macrocarpa Ducke
7,167,3746,11.5,,,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
7,167,3747,20.8,,,Lecythidaceae,Eschweilera,Eschweilera micrantha (O. Berg) Miers
7,167,3748,24.5,24.8,25.3,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,167,3749,34.2,34.5,34.5,Sapotaceae,Manilkara,Manilkara bidentata (A. DC.) A. Chev.
7,167,3750,22.5,24.5,27.4,Lauraceae,Licaria,Licaria cannella (Meissn.) Kosterm.
7,167,3751,24.6,25.3,23.9,Solanaceae,Duckeodendron,Duckeodendron cestroides Kuhlm.
7,167,3752,20.4,21.5,27.5,Lecythidaceae,Eschweilera,Eschweilera grandiflora (Aubl.) Sandw.
7,167,3753,12.9,13.9,14.6,Burseraceae,Protium,Protium apiculatum Swart
7,167,3754,22.6,22.5,,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,167,3755,19,19.5,20.2,Myristicaceae,Virola,Virola calophylla Warb.
7,167,3756,17,17.1,17,Combretaceae,Buchenavia,Buchenavia sericocarpa Ducke
7,167,3757,15.1,15.5,16.5,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,167,3758,36.5,,,Lauraceae,Rhodostemonodaphne,Rhodostemonodaphne grandis (Mez) Rohwer
7,167,3759,13.5,14.6,15.4,Sapotaceae,Chrysophyllum,Chrysophyllum pomiferum (Eyma) T. D. Penn.
7,167,3760,20.8,20.8,,Myristicaceae,Iryanthera,Iryanthera juruensis Warb.
7,167,3761,10.4,10.5,10.5,Malvaceae,Theobroma,Theobroma sylvestre Mart.
7,167,3762,10.9,11,11.2,Violaceae,Amphirrhox,Amphirrhox longifolia (A. St.-Hil.) Spreng.
7,167,3763,12.6,12.8,12.5,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
7,167,3764,20.5,21,21.3,Lauraceae,Ocotea,Ocotea nigrescens Vicentini
7,167,3765,17.2,17.6,17.5,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,167,3766,14.1,14.8,,Sapotaceae,Manilkara,Manilkara bidentata (A. DC.) A. Chev.
7,167,3767,19.9,20.5,20.6,Ochnaceae,Elvasia,Elvasia sp. 2
7,167,3768,10.7,10.7,10.8,Myristicaceae,Virola,Virola calophylla Warb.
7,167,5610,,10.4,10.5,Violaceae,Rinorea,Rinorea sp. 1
7,167,5611,,11,11.4,Fabaceae,Swartzia,Swartzia reticulata Ducke
7,167,6403,10,10.5,10.8,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
7,167,6732,,,12.3,Fabaceae,Stryphnodendron,Stryphnodendron pulcherrimum (Willd.) Hochr.
7,168,3769,40,,,Fabaceae,Peltogyne,Peltogyne excelsa Ducke
7,168,3770,13.8,16,,Lecythidaceae,Eschweilera,Eschweilera collina Eyma
7,168,3771,15.2,15.6,15.5,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
7,168,3772,16,,,Burseraceae,Protium,Protium hebetatum Daly
7,168,3773,18.5,20,21.6,Lauraceae,Ocotea,Ocotea sandwithii Kosterm.
7,168,3774,10.8,10.9,11.1,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
7,168,3775,15.2,15.4,15.4,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
7,168,3776,28,28.6,27.7,Olacaceae,Chaunochiton,Chaunochiton kappleri (Engl.) Ducke
7,168,3777,10.7,11,11.3,Fabaceae,Parkia,Parkia pendula (Willd.) Walp.
7,168,3778,13.2,13.6,14.1,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
7,168,3779,46.7,47.5,46.3,Fabaceae,Eperua,Eperua glabriflora (Ducke) Cowan
7,168,3780,12.2,12.1,12.2,Fabaceae,Cynometra,Cynometra longicuspis Ducke
7,168,3781,11.7,12,12,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
7,168,3782,19.1,19.1,19.1,Lauraceae,Mezilaurus,Mezilaurus duckei van der Werff
7,168,3783,19.6,22,24.2,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
7,168,3784,14.9,15,15,Malvaceae,Theobroma,Theobroma subincanum Mart.
7,168,3785,11.4,11.4,11.7,Annonaceae,Duguetia,Duguetia flagellaris Huber
7,168,3786,11.4,11.3,11.5,Connaraceae,Connarus,Connarus erianthus Benth.
7,168,3787,,,,Fabaceae,Cynometra,Cynometra longicuspis Ducke
7,168,3788,18.5,18.8,19.5,Burseraceae,Protium,Protium guianense (Aubl.) Marchand
7,168,3789,25,25,24.2,Meliaceae,Guarea,Guarea carinata Ducke
7,168,3790,14.8,15,15.2,Apocynaceae,Ambelania,Ambelania acida Aubl.
7,168,3791,13.8,14.1,14.5,Lecythidaceae,Eschweilera,Eschweilera micrantha (O. Berg) Miers
7,168,3792,15.2,15.4,15.8,Lecythidaceae,Eschweilera,Eschweilera grandiflora (Aubl.) Sandw.
7,168,5612,,12,12.2,Fabaceae,Sclerolobium,"Sclerolobium ""large foliaceous stipules"""
7,168,6733,,,11.1,Fabaceae,Sclerolobium,Sclerolobium sp. 4
7,168,6734,,,10.3,Annonaceae,Guatteria,Guatteria olivacea R. E. Fries
7,169,3793,13.1,14,,Lauraceae,Ocotea,Ocotea cujumari Mart.
7,169,3794,36.5,36.6,36.6,Fabaceae,Swartzia,Swartzia recurva Poepp.
7,169,3795,25,25.2,25.8,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
7,169,3796,32.8,32.6,32.6,Lecythidaceae,Eschweilera,Eschweilera rankiniae S. A. Mori
7,169,3797,35.9,36.9,38.3,Chrysobalanaceae,Couepia,Couepia sp. 2
7,169,3798,20.1,20.8,21.4,Lecythidaceae,Eschweilera,Eschweilera amazoniciformis S. A. Mori
7,169,3799,17,,,Ochnaceae,Quiina,Quiina paraensis Pires & Froes
7,169,3800,,,,Violaceae,Paypayrola,Paypayrola grandiflora Tul.
7,169,3801,14.8,14.9,14.7,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,169,3802,25.6,26.8,28.1,Lecythidaceae,Eschweilera,Eschweilera rankiniae S. A. Mori
7,169,3803,14.8,15,15.1,Moraceae,Brosimum,Brosimum guianense (Aubl.) Huber
7,169,3804,33.3,34.6,36.2,Fabaceae,Inga,Inga rubiginosa (L. C. Rich.) DC.
7,169,3805,25,25,24.2,Apocynaceae,Aspidosperma,Aspidosperma marcgravianum Woodson
7,169,3806,18.4,18.4,18.2,Fabaceae,Swartzia,Swartzia reticulata Ducke
7,169,3807,14.6,14.8,14.2,Sapotaceae,Pouteria,Pouteria freitasii Penn.
7,169,3808,25.4,25.8,26,Fabaceae,Cynometra,Cynometra longicuspis Ducke
7,169,3809,12.5,13.8,14.4,Fabaceae,Andira,Andira unifoliolata Ducke
7,169,3810,26.6,28,30.8,Aquifoliaceae,Ilex,Ilex sp. 2
7,169,3811,38.7,38.8,39.5,Lauraceae,Aniba,Aniba burchellii/panurensis s.l.
7,169,3812,17.3,18,18.3,Malpighiaceae,Byrsonima,Byrsonima rodriguesii W. R. Anderson
7,169,3813,100.6,,,Sapotaceae,Manilkara,Manilkara huberi (Ducke) A. Chev.
7,169,5203,11.6,11.9,12.2,Malvaceae,Catostemma,Catostemma albuquerquei Paula
7,169,5204,13.8,14.7,16,Chrysobalanaceae,Licania,Licania canescens Benoist
7,169,5398,10.2,,,Melastomataceae,Miconia,Miconia cf. tetrasperma Gleason
7,169,5613,,10,10.3,Lecythidaceae,Eschweilera,Eschweilera grandiflora (Aubl.) Sandw.
7,169,5614,,10.2,12.7,Vochysiaceae,Qualea,Qualea labouriauana Paula
7,169,5615,,10.1,10.2,Malvaceae,Theobroma,Theobroma sylvestre Mart.
7,169,5616,,10.2,10.2,Salicaceae,Casearia,Casearia negrensis Eichler
7,169,6404,14.3,17.4,21,Melastomataceae,Miconia,Miconia elaeagnoides Cogn.
7,169,6405,13.9,16.5,17.8,Vochysiaceae,Erisma,Erisma bicolor Ducke
7,169,6406,10.2,13.2,18.5,Urticaceae,Pourouma,Pourouma tomentosa Mart. ex Miq.
7,170,3814,29.7,30.6,31.4,Olacaceae,Minquartia,Minquartia guianensis Aubl.
7,170,3815,,,,Lauraceae,Ocotea,Ocotea sp. 1
7,170,3816,10.8,11,11.1,Violaceae,Amphirrhox,Amphirrhox longifolia (A. St.-Hil.) Spreng.
7,170,3817,40.3,41,40.3,Fabaceae,Bocoa,Bocoa viridiflora (Ducke) Cowan
7,170,3818,37.7,37.2,37,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
7,170,3819,20.6,21.5,23.2,Melastomataceae,Mouriri,Mouriri angulicosta/duckeana/duckeanoides
7,170,3820,30.5,30.4,30.1,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
7,170,3821,24.8,25.5,25.1,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,170,3822,12.5,12.5,12.5,Elaeocarpaceae,Sloanea,Sloanea floribunda Spruce ex Benth.
7,170,3823,21.4,21.2,21.5,Myrtaceae,Eugenia,Eugenia patrisii Vahl
7,170,3824,19.4,19,,Myrtaceae,Blepharocalyx,Blepharocalyx eggersii Landrum
7,170,3825,18.1,18.6,19.5,Chrysobalanaceae,Couepia,Couepia excelsa Ducke
7,170,3826,14.2,14.5,15.6,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,170,3827,22.8,23.4,24,Rhizophoraceae,Cassipourea,Cassipourea peruviana Alston
7,170,3828,15.4,15.5,15.5,Sapotaceae,Ecclinusa,Ecclinusa guianensis Eyma
7,170,3829,20.4,20.6,21,Lecythidaceae,Eschweilera,Eschweilera collina Eyma
7,170,3830,12.6,12.8,12.7,Sapotaceae,Pouteria,Pouteria hispida Eyma
7,170,3831,26.4,35,29.9,Lauraceae,Ocotea,Ocotea leucoxylon (Sw.) Laness. s.l.
7,170,3832,17.7,17.9,18.2,Fabaceae,Swartzia,Swartzia reticulata Ducke
7,170,3833,10.5,10.6,10.8,Violaceae,Amphirrhox,Amphirrhox longifolia (A. St.-Hil.) Spreng.
7,170,3834,24.2,25,25.7,Sapotaceae,Micropholis,Micropholis guyanensis (A. DC.) Pierre
7,170,3835,21.2,21.3,,Moraceae,Pseudolmedia,Pseudolmedia laevis (Ruiz & Pav.) J. F. Macbr.
7,170,5617,,13,11.6,Myrtaceae,Calyptranthes,Calyptranthes cuspidata Mart. ex DC.
7,170,5618,,12,10.4,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
7,170,6735,,,10,Sapotaceae,Pouteria,Pouteria erythrochrysa Penn.
7,170,6736,,,10.8,Fabaceae,Sclerolobium,Sclerolobium sp. 5
7,171,3836,29.8,31,31.9,Burseraceae,Protium,Protium tenuifolium (Engl.) Engl.
7,171,3837,13.1,13.2,13.3,Moraceae,Helianthostylis,Helianthostylis sprucei Baill.
7,171,3838,11.5,11.6,,Siparunaceae,Siparuna,Siparuna decipiens (Tul.) A. DC.
7,171,3839,16.1,16.7,16.9,Lecythidaceae,Lecythis,Lecythis poiteaui O. Berg
7,171,3840,34.8,34.9,34.9,Chrysobalanaceae,Licania,Licania caudata Prance
7,171,3841,38.8,41.2,43.6,Lauraceae,Licaria,Licaria cannella (Meissn.) Kosterm.
7,171,3842,14.5,14.6,15.1,Fabaceae,Andira,Andira micrantha Ducke
7,171,3843,16,17.5,18,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,171,3844,21.2,22,22.3,Lecythidaceae,Eschweilera,Eschweilera atropetiolata S. A. Mori
7,171,3845,,,,Apocynaceae,Aspidosperma,Aspidosperma marcgravianum Woodson
7,171,3846,30.1,30,28.5,Fabaceae,Peltogyne,Peltogyne excelsa Ducke
7,171,3847,21,22,24.4,Fabaceae,Parkia,Parkia decussata Ducke
7,171,3848,38.6,40.1,42,Humiriaceae,Duckesia,Duckesia verrucosa (Ducke) Cuatrec
7,171,3849,11.5,11.5,11.4,Ebenaceae,Diospyros,Diospyros sp. 2
7,171,3850,27.2,27.7,27.4,Lecythidaceae,Eschweilera,Eschweilera atropetiolata S. A. Mori
7,171,3851,11.1,11.3,11.9,Lecythidaceae,Couratari,Couratari stellata A. C. Smith
7,171,3852,12.8,12.9,12.5,Fabaceae,Tachigali,Tachigali paniculata Aubl.
7,171,3853,17.8,18,18.4,Sapotaceae,Pouteria,Pouteria pallens T. D. Penn.
7,171,3854,24.5,24.3,25.3,Olacaceae,Minquartia,Minquartia guianensis Aubl.
7,171,3855,13,13,13,Boraginaceae,Cordia,Cordia sagotii I. M. Johnst.
7,171,3856,13.4,13.6,14.2,Proteaceae,Panopsis,Panopsis sessilifolia (Rich.) Sandw.
7,171,3857,12.1,12,12.2,Fabaceae,Macrolobium,Macrolobium angustifolium (Benth.) Cowan
7,171,5619,,10,10.9,Myrtaceae,Calyptranthes,Calyptranthes cuspidata Mart. ex DC.
7,171,6407,10.3,11,12.2,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
7,171,6408,10.1,10.1,10.4,Lecythidaceae,Eschweilera,Eschweilera grandiflora (Aubl.) Sandw.
7,171,6409,10,10.4,11,Sapotaceae,Micropholis,Micropholis guyanensis (A. DC.) Pierre
7,171,6839,,,10.4,Fabaceae,Eperua,Eperua glabriflora (Ducke) Cowan
7,172,3858,47.4,48.6,50.4,Humiriaceae,Sacoglottis,Sacoglottis mattogrossensis Malme
7,172,3859,22,22.1,22.9,Lecythidaceae,Eschweilera,Eschweilera rankiniae S. A. Mori
7,172,3860,11.8,11.8,12,Olacaceae,Minquartia,Minquartia guianensis Aubl.
7,172,3861,30.1,31.2,32.4,Lecythidaceae,Eschweilera,Eschweilera micrantha (O. Berg) Miers
7,172,3862,20,21.2,22.7,Melastomataceae,Mouriri,Mouriri angulicosta/duckeana/duckeanoides
7,172,3863,25.7,26.7,28.7,Lecythidaceae,Corythophora,Corythophora rimosa W. A. Rodrigues
7,172,3864,,,,Meliaceae,Guarea,Guarea sp. 3
7,172,3865,11.9,,,Annonaceae,Fusaea,Fusaea longifolia (Aubl.) Saff.
7,172,3866,55.5,56,57.6,Lecythidaceae,Eschweilera,Eschweilera atropetiolata S. A. Mori
7,172,3867,25.5,,,Fabaceae,Inga,Inga paraensis Ducke
7,172,3868,22.3,27.2,34,Fabaceae,Sclerolobium,Sclerolobium sp. 5
7,172,3869,14.2,14.7,15.4,Lauraceae,Ocotea,Ocotea percurrens Vicentini
7,172,3870,27.6,28,27.9,Moraceae,Maquira,Maquira sclerophylla (Ducke) C. C. Berg
7,172,3871,55,50,57,Fabaceae,Pseudopiptadenia,Pseudopiptadenia suaveolens (Miq.) Grimes
7,172,3872,17.3,18,18.5,Burseraceae,Protium,Protium apiculatum Swart
7,172,3873,53.7,54.9,54.1,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
7,172,3874,21.5,21.9,22.2,Nyctaginaceae,Neea,Neea sp. 3
7,172,3875,,,,Annonaceae,Guatteria,Guatteria cf. poeppigiana Mart.
7,172,3876,28.5,32.7,35.5,Fabaceae,Parkia,Parkia decussata Ducke
7,172,3877,20.9,21,21.1,Moraceae,Trymatococcus,Trymatococcus amazonicus Poepp. & Endl.
7,172,3878,13.2,13.6,14.1,Annonaceae,Fusaea,Fusaea longifolia (Aubl.) Saff.
7,172,3879,26.1,,,Violaceae,Rinorea,Rinorea guianensis Aubl.
7,172,3880,16.8,15.8,16,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
7,172,5205,10.4,10.7,11,Annonaceae,Fusaea,Fusaea longifolia (Aubl.) Saff.
7,172,6410,10.2,10.3,11,Chrysobalanaceae,,
7,172,6411,10.2,10.1,10.3,Salicaceae,Casearia,Casearia arborea (Rich.) Urb.
7,172,6737,,,10.1,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
7,173,3881,17.5,17.6,17.7,Sapotaceae,Chrysophyllum,Chrysophyllum aff. prieurii A. DC.
7,173,3882,22.1,22,22.2,Fabaceae,Swartzia,Swartzia reticulata Ducke
7,173,3883,22.6,22.7,23.2,Violaceae,Rinorea,Rinorea sp. 1
7,173,3884,13.4,15,13,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
7,173,3885,29.9,32,35.3,Fabaceae,,
7,173,3886,25,20,,Fabaceae,Zygia,Zygia racemosa (Ducke) Barn. & Grimes
7,173,3887,18.3,18.9,19.6,Rhizophoraceae,Cassipourea,Cassipourea peruviana Alston
7,173,3888,11.6,11.7,12.2,Sapotaceae,Pouteria,Pouteria virescens Baehni
7,173,3889,10.8,14,,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
7,173,3890,11.7,11.8,11.7,Sapotaceae,Pouteria,Pouteria decorticans Penn.
7,173,3891,53.8,55.5,56.5,Humiriaceae,Vantanea,Vantanea parviflora Lam.
7,173,3892,13,14,14.4,Fabaceae,Sclerolobium,"Sclerolobium ""large foliaceous stipules"""
7,173,3893,15.8,15.7,15.8,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
7,173,3894,16.4,16.7,16.7,Meliaceae,Guarea,Guarea convergens Penn.
7,173,3895,55.5,56,56.1,Sapotaceae,Pouteria,Pouteria sp. 10
7,173,3896,19.6,20,20.2,Sapotaceae,Pouteria,Pouteria reticulata (Engl.) Eyma
7,173,3897,43.9,43.8,43.8,Sapotaceae,Pouteria,Pouteria pentamera Penn.
7,173,3898,43,43.6,43.6,Lecythidaceae,Eschweilera,Eschweilera amazoniciformis S. A. Mori
7,173,3899,32.9,33.5,33.8,Fabaceae,Eperua,Eperua glabriflora (Ducke) Cowan
7,173,3900,12.5,13.2,14.2,Burseraceae,Protium,Protium decandrum (Aubl.) Marchand
7,173,3901,12,,,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
7,173,3902,,,,Lecythidaceae,Eschweilera,Eschweilera micrantha (O. Berg) Miers
7,173,3903,58.2,60.2,61,Fabaceae,Dipteryx,Dipteryx odorata (Aubl.) Willd.
7,173,5206,14.6,17,21.1,Malvaceae,Sterculia,Sterculia frondosa A. Rich.
7,173,5207,10.1,10.2,10.2,Violaceae,Rinorea,Rinorea flavescens (Aubl.) Kuntze
7,173,5399,10.5,11.2,12.2,Sapotaceae,Chrysophyllum,Chrysophyllum wilsonii Penn.
7,173,6412,10.1,10.4,11.2,Myrtaceae,Myrcia,Myrcia paivae O. Berg
7,173,6413,11.9,13.1,13,Fabaceae,Inga,Inga paraensis Ducke
7,173,6414,11.2,11.5,12.4,Fabaceae,Dipteryx,Dipteryx odorata (Aubl.) Willd.
7,173,6738,,,10,Lecythidaceae,Eschweilera,Eschweilera aff. rankiniae Mori
7,174,3904,25.2,26.3,27.2,Euphorbiaceae,Hevea,Hevea guianensis Aubl.
7,174,3905,14.1,15.1,16.3,Fabaceae,Cynometra,Cynometra longicuspis Ducke
7,174,3906,17.3,17.5,17.8,Sapotaceae,Pouteria,Pouteria decorticans Penn.
7,174,3907,12.1,,,Meliaceae,Trichilia,Trichilia areolata Penn.
7,174,3908,19.6,19.7,19.7,Fabaceae,Swartzia,Swartzia reticulata Ducke
7,174,3909,35,48,40,Fabaceae,Dicorynia,Dicorynia guianensis Amshoff
7,174,3910,25,25.5,25.9,Lecythidaceae,Eschweilera,Eschweilera aff. rankiniae Mori
7,174,3911,14.8,23.6,23.8,Sapotaceae,Pouteria,Pouteria macrophylla (Lam.) Eyma
7,174,3912,12.5,12.7,13,Malvaceae,Theobroma,Theobroma sylvestre Mart.
7,174,3913,15.8,16,15.6,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
7,174,3914,14.7,15,15.1,Burseraceae,Protium,Protium guianense (Aubl.) Marchand
7,174,3915,17.2,17.3,17.1,Burseraceae,Protium,Protium hebetatum Daly
7,174,3916,91,94.2,101.6,Fabaceae,Swartzia,Swartzia polyphylla DC.
