hect,quad,tree,d0,d1,d2,fam,gen,sp
3,63,6158,12,12.8,14.2,Fabaceae,Tachigali,Tachigali paniculata Aubl.
3,63,6159,15.2,19,22.3,Melastomataceae,Miconia,Miconia burchellii Triana
3,63,6160,11.6,12.5,12.7,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
3,63,6161,10.4,10.7,10.9,Malvaceae,Catostemma,Catostemma albuquerquei Paula
3,63,6818,,,10.2,Fabaceae,Swartzia,Swartzia reticulata Ducke
3,64,1417,10.7,10.8,,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
3,64,1418,17,17.8,,Burseraceae,Protium,Protium guianense (Aubl.) Marchand
3,64,1419,15.1,15.6,16.3,Lecythidaceae,Eschweilera,Eschweilera pseudodecolorans S. A. Mori
3,64,1420,20.8,22.2,24.1,Ochnaceae,Ouratea,Ouratea discophora Ducke
3,64,1421,17,23,10,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
3,64,1422,20.7,21.7,22.4,Sapotaceae,Pouteria,Pouteria filipes Eyma
3,64,1423,14.3,14.8,16.2,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
3,64,1424,20.9,,,Salicaceae,Casearia,Casearia arborea (Rich.) Urb.
3,64,1425,,,,Salicaceae,Casearia,Casearia sylvestris Sw.
3,64,1426,,,,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
3,64,1427,12,12.2,13.7,Fabaceae,Bocoa,Bocoa viridiflora (Ducke) Cowan
3,64,1428,,,,Melastomataceae,Mouriri,Mouriri angulicosta/duckeana/duckeanoides
3,64,1429,41,41.1,41.4,Lauraceae,,
3,64,1430,35.7,,,Humiriaceae,Sacoglottis,Sacoglottis mattogrossensis Malme
3,64,1431,21.5,23.4,25.9,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
3,64,1432,12,12.7,,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
3,64,1433,27.9,28.8,29.2,Nyctaginaceae,Neea,Neea sp. 3
3,64,1434,35.9,37.3,39.8,Vochysiaceae,Qualea,Qualea labouriauana Paula
3,64,1435,51.7,53.5,53.4,Lecythidaceae,Corythophora,Corythophora rimosa W. A. Rodrigues
3,64,1436,26.5,27.7,28,Lecythidaceae,Corythophora,Corythophora rimosa W. A. Rodrigues
3,64,1437,35.1,36.5,37.9,Nyctaginaceae,Neea,Neea sp. 2
3,64,1438,12.2,12.5,14.2,Annonaceae,Duguetia,Duguetia echinophora R. E. Fries
3,64,1439,25.7,25.7,25.9,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
3,64,5291,11.2,11.3,,Burseraceae,Protium,Protium sagotianum Marchand
3,64,6162,10.1,12,13.6,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
3,64,6163,10.3,10.4,10.3,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
3,64,6597,,,11,Sapotaceae,Manilkara,Manilkara bidentata (A. DC.) A. Chev.
3,65,1440,23,23.7,23.7,Sapotaceae,Micropholis,Micropholis casiquiarensis/mensalis
3,65,1441,15.7,,,Proteaceae,Roupala,Roupala sp. 3
3,65,1442,,,,Ochnaceae,Ouratea,Ouratea sp. 3
3,65,1443,11.5,,,Melastomataceae,Mouriri,Mouriri eugeniaefolia/nervosa
3,65,1444,22.8,23.2,23.6,Moraceae,Pseudolmedia,Pseudolmedia laevis (Ruiz & Pav.) J. F. Macbr.
3,65,1445,13.5,14.4,14.6,Malvaceae,Apeiba,Apeiba echinata Gaertn.
3,65,1446,10.8,10.8,10.9,Anacardiaceae,Astronium,Astronium lecointei Ducke
3,65,1447,36.5,37.3,38.4,Sapotaceae,Ecclinusa,Ecclinusa guianensis Eyma
3,65,1448,11.6,11.3,11.3,Fabaceae,Andira,Andira micrantha Ducke
3,65,1449,28.5,26,,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,65,1450,12.1,12.3,12.6,Burseraceae,Protium,Protium strumosum Daly
3,65,1451,15.7,16.5,17.2,Fabaceae,Swartzia,Swartzia reticulata Ducke
3,65,1452,22.5,23.7,22.6,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,65,1453,,,,Salicaceae,,Flacourtiaceae sp. 2
3,65,1454,29.2,28.4,19.1,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
3,65,1455,19.3,19.3,19.5,Fabaceae,Swartzia,Swartzia reticulata Ducke
3,65,1456,12.3,12.4,12.6,Burseraceae,Protium,Protium gallosum Daly
3,65,1457,,,,Nyctaginaceae,Neea,Neea sp. 4
3,65,1458,67.3,99.5,61,Vochysiaceae,Qualea,Qualea labouriauana Paula
3,65,1459,14.9,15.1,15.4,Burseraceae,Protium,Protium hebetatum Daly
3,65,1460,50.5,52.4,47.5,Sapotaceae,Pouteria,Pouteria flavilatex Penn.
3,65,1461,,,,Myrtaceae,Myrcia,Myrcia subsericea A. Gray
3,65,5142,11.3,14.2,11.6,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
3,65,5143,10.8,10.8,10.8,Sapotaceae,Pouteria,Pouteria venosa (Mart.) Baehni
3,65,5292,12.1,13,14.8,Salicaceae,Casearia,Casearia javitensis Kunth
3,65,5450,,10.6,11.7,Lecythidaceae,Eschweilera,Eschweilera grandiflora (Aubl.) Sandw.
3,65,6598,,,10.3,Olacaceae,Minquartia,Minquartia guianensis Aubl.
3,66,1462,,,,Burseraceae,Protium,Protium guianense (Aubl.) Marchand
3,66,1463,46.5,46.6,46.3,Humiriaceae,Sacoglottis,Sacoglottis mattogrossensis Malme
3,66,1464,40.3,42,36.9,Burseraceae,Protium,Protium altsonii Sandwith
3,66,1465,14.7,14.7,15,Dichapetalaceae,Tapura,Tapura amazonica Poepp. & Endl.
3,66,1466,13.4,13.4,13.6,Chrysobalanaceae,Hirtella,Hirtella rodriguesii Prance
3,66,1467,15,15.5,16.3,Annonaceae,Unonopsis,Unonopsis duckei R. E. Fries
3,66,1468,52.3,54.3,55.2,Sapotaceae,Pouteria,Pouteria pentamera Penn.
3,66,1469,11.1,11.4,11.8,Lecythidaceae,Eschweilera,Eschweilera amazoniciformis S. A. Mori
3,66,1470,35.5,34.8,35.2,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
3,66,1471,12.6,12.7,12.9,Clusiaceae,Tovomita,Tovomita umbellata Benth.
3,66,1472,18.4,,,Sapotaceae,Micropholis,Micropholis cylindrocarpa (Poepp.) Pierre
3,66,1473,15.1,16,17.5,Chrysobalanaceae,Licania,Licania hirsuta Prance
3,66,1474,16.9,17.5,18.8,Fabaceae,Tachigali,Tachigali plumbea / Sclerolobium sp. 3
3,66,1475,,,,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
3,66,1476,15.7,16.2,16.7,Burseraceae,Protium,Protium occultum Daly
3,66,1477,12.5,12,12.1,Malvaceae,Theobroma,Theobroma sylvestre Mart.
3,66,1478,16.8,17.4,17.6,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,66,1479,13.8,14,14.5,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
3,66,1480,13.4,13.2,13.5,Moraceae,Trymatococcus,Trymatococcus amazonicus Poepp. & Endl.
3,66,1481,,,,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
3,66,1482,17.8,18.5,19.2,Violaceae,Rinorea,Rinorea guianensis Aubl.
3,66,1483,12,12,,Malvaceae,Theobroma,Theobroma sylvestre Mart.
3,66,1484,23,23.7,24.2,Putranjivaceae,Drypetes,Drypetes variabilis Uittien
3,66,1485,14.8,15.4,16.2,Myristicaceae,Virola,Virola michelii Heckel
3,66,1486,23.8,24,23.8,Annonaceae,Duguetia,Duguetia echinophora R. E. Fries
3,66,1487,38.3,,,Fabaceae,Eperua,Eperua glabriflora (Ducke) Cowan
3,66,6164,10.5,10.8,11.3,Violaceae,Rinorea,Rinorea sp. 1
3,66,6165,10.8,11,11.5,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
3,66,6166,10.5,,,Fabaceae,,
3,66,6599,,,10.1,Sapotaceae,Pouteria,Pouteria erythrochrysa Penn.
3,66,6600,,,10.6,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
3,66,6601,,,11.7,Lecythidaceae,,
3,66,6819,,,10.4,Annonaceae,Fusaea,Fusaea longifolia (Aubl.) Saff.
3,67,1488,,,,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,67,1489,17.9,18,18.2,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
3,67,1490,69.9,69.3,69.6,Moraceae,Clarisia,Clarisia racemosa Ruiz & Pav.
3,67,1491,38.2,40,37.6,Sapotaceae,Pouteria,Pouteria rostrata (Huber) Baehni
3,67,1492,40.8,42.4,44.5,Melastomataceae,Mouriri,Mouriri sp. 2
3,67,1493,39.8,39.7,39.7,Apocynaceae,Geissospermum,Geissospermum argenteum Woodson
3,67,1494,41.5,42.5,42.5,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
3,67,1495,10.8,12.7,11.1,Myrtaceae,Myrcia,Myrcia grandis McVaugh
3,67,1496,39.5,41.4,43.2,Humiriaceae,Sacoglottis,Sacoglottis sp. 2
3,67,1497,12.8,13.8,14.2,Lecythidaceae,Eschweilera,Eschweilera
3,67,1498,14.4,15.6,16.9,Burseraceae,Protium,Protium apiculatum Swart
3,67,1499,12.7,13.4,13.4,Annonaceae,Duguetia,Duguetia echinophora R. E. Fries
3,67,1500,20.7,22,23.5,Moraceae,Helicostylis,Helicostylis tomentosa (Poepp. & Endl.) Rusby
3,67,1501,37.8,40.5,39.7,Vochysiaceae,Qualea,Qualea labouriauana Paula
3,67,1502,33.1,35.7,39.2,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
3,67,1503,20.8,21.8,22.6,Chrysobalanaceae,Licania,Licania laxiflora Fritsch
3,67,1504,,,,Burseraceae,Protium,Protium hebetatum Daly
3,67,1505,,,,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
3,67,1506,14.4,15.7,16.4,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
3,67,1507,27,30,,Elaeocarpaceae,Sloanea,Sloanea floribunda Spruce ex Benth.
3,67,5144,12.3,13.2,14.1,Sapotaceae,Pouteria,Pouteria cladantha Sandw.
3,67,5293,12.1,12.8,13,Myrtaceae,Marlierea,Marlierea spruceana O. Berg
3,67,5451,,10.4,10.7,Fabaceae,Inga,Inga paraensis Ducke
3,67,5452,,11.2,12.5,Sapotaceae,Pouteria,Pouteria oblanceolata Pires
3,68,1508,22,23.2,22.8,Myrtaceae,Calyptranthes,Calyptranthes sp. 1
3,68,1509,21.4,,,Fabaceae,Inga,Inga sp. 7
3,68,1510,10.6,10.6,10.6,Annonaceae,Duguetia,Duguetia stelechantha (Diels) R. E. Fries
3,68,1511,11.1,11.4,11.8,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
3,68,1512,26.2,26.3,25.4,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,68,1513,21.1,21.5,,Olacaceae,Heisteria,Heisteria laxiflora Engl.
3,68,1514,21.3,21.2,21.3,Myrtaceae,Myrcia,Myrcia grandis McVaugh
3,68,1515,13.2,13.4,13.9,Sapotaceae,Pouteria,Pouteria minima T. D. Penn.
3,68,1516,13.3,13.4,13.2,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
3,68,1517,64,64.4,61,Sapotaceae,Pouteria,Pouteria guianensis Aubl.
3,68,1518,21.9,22.2,22.5,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,68,1519,12.8,12.6,12,Sapotaceae,Ecclinusa,Ecclinusa guianensis Eyma
3,68,1520,17.2,17.6,18.6,Lecythidaceae,Eschweilera,Eschweilera romeu-cardosoi S. A. Mori
3,68,1521,17.1,17.3,18.5,Lecythidaceae,Eschweilera,Eschweilera cyathiformis S. A. Mori
3,68,1522,26.1,27,27.3,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
3,68,1523,14.5,15.1,15.5,Meliaceae,Trichilia,Trichilia euneura C. DC.
3,68,1524,20.1,21.5,23,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
3,68,1525,14.4,15.3,15.7,Chrysobalanaceae,Licania,Licania bracteata Prance
3,68,1526,16.1,18,20,Apocynaceae,Geissospermum,Geissospermum urceolatum Gentry
3,68,1527,13,13.4,13.4,Lecythidaceae,Eschweilera,Eschweilera collina Eyma
3,68,1528,20.3,20.6,20.9,Euphorbiaceae,Hevea,Hevea guianensis Aubl.
3,68,1529,20.7,,,Sapotaceae,Pouteria,Pouteria fimbriata Baehni
3,68,1530,27,,,Fabaceae,Swartzia,Swartzia reticulata Ducke
3,68,1531,13.3,14.7,16.7,Fabaceae,Swartzia,Swartzia recurva Poepp.
3,68,1532,15.2,15.6,15.5,Sapotaceae,Pouteria,Pouteria platyphylla (A. C. Smith) Baehni
3,68,1533,23.5,23.7,23.9,Annonaceae,Unonopsis,Unonopsis duckei R. E. Fries
3,68,1534,,,,Annonaceae,Fusaea,Fusaea longifolia (Aubl.) Saff.
3,68,1535,,,,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,68,1536,52.5,54.6,46.7,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
3,68,1537,18.4,19,14.9,Moraceae,Helianthostylis,Helianthostylis sprucei Baill.
3,68,1538,24,35,26,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
3,68,1539,16.7,16.9,17,Lecythidaceae,Eschweilera,Eschweilera cyathiformis S. A. Mori
3,68,5453,,10.3,11.2,Fabaceae,Zygia,Zygia racemosa (Ducke) Barn. & Grimes
3,68,6167,11.3,12,13.8,Lauraceae,Ocotea,Ocotea cinerea van der Werff
3,68,6168,10.2,10.4,10.8,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
3,68,6169,10.2,10.7,11.4,Burseraceae,Protium,Protium krukoffii Swart
3,68,6170,10.8,11.6,12.8,Olacaceae,Minquartia,Minquartia guianensis Aubl.
3,68,6602,,,10.6,Fabaceae,Swartzia,Swartzia reticulata Ducke
3,69,1540,22.9,24,22.9,Myristicaceae,Virola,Virola calophylla Warb.
3,69,1541,19.5,19.8,20,Lauraceae,Mezilaurus,Mezilaurus manausensis van der Werff
3,69,1542,20.8,21,21.2,Fabaceae,Swartzia,Swartzia reticulata Ducke
3,69,1543,15.2,15.8,16.1,Myrtaceae,Eugenia,Eugenia sp. 13
3,69,1544,,,,Sapotaceae,Pouteria,Pouteria cladantha Sandw.
3,69,1545,16.6,17.2,17.5,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,69,1546,32.3,34.5,36,Lecythidaceae,Couratari,Couratari stellata A. C. Smith
3,69,1547,17.1,17.2,17.5,Opiliaceae,Agonandra,Agonandra silvatica Ducke
3,69,1548,22.1,22.4,22.3,Violaceae,Rinorea,Rinorea sp. 1
3,69,1549,,,,,,
3,69,1550,19.1,19.5,19.7,Lecythidaceae,Eschweilera,Eschweilera rankiniae S. A. Mori
3,69,1551,21.3,21.8,22.8,Euphorbiaceae,Pera,Pera schomburgkiana (Klotzsch) MÅll. Arg.
3,69,1552,25.7,26.2,26.7,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,69,1553,16.9,17.5,18.5,Annonaceae,Fusaea,Fusaea longifolia (Aubl.) Saff.
3,69,1554,14.4,14.5,14.4,Moraceae,Maquira,Maquira calophylla (Poepp. & Endl.) C. C. Berg
3,69,1555,16.2,16.4,16.7,Myrtaceae,Marlierea,Marlierea spruceana O. Berg
3,69,1556,18.2,18.8,19.5,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,69,1557,64.6,69.5,77.4,Fabaceae,Parkia,Parkia panurensis H. C. Hopkins
3,69,1558,24.1,24.4,24.1,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
3,69,1559,29.4,32.5,36.2,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
3,69,1560,17.8,18.3,18.8,Sapotaceae,Pouteria,Pouteria anomala (Pires) T. D. Penn.
3,69,1561,19.2,20,20.2,Myrtaceae,Myrcia,Myrcia grandis McVaugh
3,69,1562,24.6,25.9,27.4,Euphorbiaceae,Hevea,Hevea guianensis Aubl.
3,69,5145,15.8,17.2,18.4,Olacaceae,Minquartia,Minquartia guianensis Aubl.
3,69,5146,12.8,13.2,12.8,Sapotaceae,Pouteria,Pouteria macrophylla (Lam.) Eyma
3,69,5454,,10.6,11,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
3,69,5455,,10.5,10.2,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
3,69,6171,11.4,12,13.2,Melastomataceae,Mouriri,Mouriri angulicosta/duckeana/duckeanoides
3,69,6172,10.4,1.8,10.8,Myrtaceae,Eugenia,Eugenia cuspidifolia DC.
3,69,6173,10.9,11.5,11.6,Lecythidaceae,Eschweilera,Eschweilera pedicellata (Rich.) Mori
3,69,6174,10.5,10.6,10.5,Sapotaceae,Pouteria,Pouteria reticulata (Engl.) Eyma
3,69,6175,15.5,16,15.8,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
3,69,6176,12,13.8,14.8,Melastomataceae,Miconia,Miconia elaeagnoides Cogn.
3,69,6603,,,10.5,Burseraceae,Protium,Protium apiculatum Swart
3,69,6820,,,15.4,Melastomataceae,Miconia,Miconia pyrifolia Naudin
3,70,1563,16.9,17.7,18.5,Lecythidaceae,Eschweilera,Eschweilera coriacea (DC.) S. A. Mori
3,70,1564,23.1,23.3,22.3,Violaceae,Rinorea,Rinorea guianensis Aubl.
3,70,1565,15.6,16.2,15.5,Lauraceae,Mezilaurus,Mezilaurus duckei van der Werff
3,70,1566,12.2,12.9,13.1,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,70,1567,15.1,16,17.3,Lecythidaceae,Eschweilera,Eschweilera cyathiformis S. A. Mori
3,70,1568,16.7,17,17,Anisophyllaceae,Anisophyllea,Anisophyllea manausensis Pires & W. A. Rodrigues
3,70,1569,13.3,13.5,13.4,Annonaceae,Duguetia,Duguetia manausensis Maas & Boon
3,70,1570,40.4,41.2,41.9,Lecythidaceae,Lecythis,Lecythis prancei S. A. Mori
3,70,1571,26.1,27.8,29.8,Chrysobalanaceae,Licania,Licania heteromorpha Benth.
3,70,1572,12.7,12.7,12.6,Olacaceae,Minquartia,Minquartia guianensis Aubl.
3,70,1573,12.5,12.8,12.8,Moraceae,Naucleopsis,Naucleopsis caloneura (Huber) Ducke
3,70,1574,16.6,16.6,16.7,Meliaceae,Trichilia,Trichilia areolata Penn.
3,70,1575,18.7,19,19.1,Burseraceae,Protium,Protium guianense (Aubl.) Marchand
3,70,1576,16.4,17.8,18.8,Myrtaceae,Myrcia,Myrcia sp. 1
3,70,1577,11.2,11.4,11.2,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
3,70,1578,21.1,21.7,22.2,Meliaceae,Guarea,Guarea trunciflora C. DC.
3,70,1579,25.1,26.3,27.3,Sapotaceae,Pouteria,Pouteria vernicosa T. D. Penn.
3,70,1580,,,,Lecythidaceae,Eschweilera,Eschweilera tessmannii R. Knuth
3,70,1581,18,18.5,19.3,Fabaceae,Swartzia,Swartzia recurva Poepp.
3,70,1582,25.2,27.2,29.5,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
3,70,1583,14,14.2,14,Euphorbiaceae,Pausandra,Pausandra macrostachya Ducke
3,70,1584,18.3,18.5,19,Euphorbiaceae,Hevea,Hevea guianensis Aubl.
3,70,1585,20.6,21.5,21.6,Annonaceae,Unonopsis,Unonopsis duckei R. E. Fries
3,70,1586,19.1,19.2,19.2,Lecythidaceae,Eschweilera,Eschweilera atropetiolata S. A. Mori
3,70,1587,16.1,17.3,17.3,Annonaceae,Duguetia,Duguetia chrysea Maas
3,70,5294,13.3,14.6,15.8,Olacaceae,Minquartia,Minquartia guianensis Aubl.
3,70,5295,12.5,14,15.6,Chrysobalanaceae,Hirtella,Hirtella bicornis Mart. & Zucc.
3,70,5296,13.5,15.2,17.1,Burseraceae,Protium,Protium hebetatum Daly
3,70,5456,,10.3,10.4,Burseraceae,Protium,Protium guianense (Aubl.) Marchand
3,70,5457,,11.1,11.3,Melastomataceae,Miconia,Miconia aff. hypoleuca Benth.
3,70,6177,11.1,11,10.8,Violaceae,Rinorea,Rinorea racemosa (Mart.) Kuntze
3,70,6178,10,10.2,10.3,Violaceae,Amphirrhox,Amphirrhox longifolia (A. St.-Hil.) Spreng.
3,70,6179,10,10.2,10.4,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
3,70,6604,,,10,Sapindaceae,Talisia,Talisia mollis Kunth. ex Cambess.
3,71,1588,24.8,25,25.2,Lecythidaceae,Corythophora,Corythophora alta R. Knuth
3,71,1589,15.9,16,16,Meliaceae,Trichilia,Trichilia areolata Penn.
3,71,1590,18.3,18.7,18.5,Solanaceae,Duckeodendron,Duckeodendron cestroides Kuhlm.
3,71,1591,,,,Annonaceae,Fusaea,Fusaea longifolia (Aubl.) Saff.
3,71,1592,,,,Violaceae,Rinorea,Rinorea guianensis Aubl.
3,71,1593,25.5,25.5,25.5,Sapotaceae,Pouteria,Pouteria macrophylla (Lam.) Eyma
3,71,1594,14.5,15,,Lecythidaceae,Eschweilera,Eschweilera atropetiolata S. A. Mori
3,71,1595,10.6,10.5,10.7,Chrysobalanaceae,Licania,Licania sprucei (Hook. f.) Fritsch
3,71,1596,25.4,26.4,27.1,Salicaceae,Casearia,Casearia sylvestris Sw.
3,71,1597,25,24.9,,Olacaceae,Minquartia,Minquartia guianensis Aubl.
3,71,1598,53.5,55,57.4,Humiriaceae,Endopleura,Endopleura uchi (Huber) Cuatrec
3,71,1599,26.1,27.3,28.7,Melastomataceae,Mouriri,Mouriri angulicosta/duckeana/duckeanoides
3,71,1600,32.6,33.6,34.9,Chrysobalanaceae,Licania,Licania caudata Prance
3,71,1601,22,22.3,21.9,Olacaceae,Minquartia,Minquartia guianensis Aubl.
3,71,1602,13.5,14.3,15.3,Lecythidaceae,Eschweilera,Eschweilera wachenheimii (Benoist) Sandw.
3,71,1603,13.7,14,14.5,Burseraceae,Protium,Protium hebetatum Daly
3,71,1604,23.3,24.2,25.7,Fabaceae,Dipteryx,Dipteryx punctata (Blake) Amsh.
3,71,1605,47.2,49.2,51.4,Vochysiaceae,Qualea,Qualea labouriauana Paula
3,71,1606,,,,Arecaceae,Oenocarpus,Oenocarpus bacaba Mart.
3,71,1607,10.2,10.5,10.3,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
3,71,1608,17.1,17.4,18,Fabaceae,Paramachaerium,Paramachaerium ormosioides (Ducke) Ducke
3,71,1609,12.5,13,12.8,Annonaceae,Fusaea,Fusaea longifolia (Aubl.) Saff.
3,71,1610,12.3,12.7,12.5,Myrtaceae,Marlierea,Marlierea umbraticola (Kunth) O. Berg
3,71,1611,31.2,33.1,33.2,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
3,71,1612,20.5,21.5,22.8,Violaceae,Rinorea,Rinorea sp. 1
3,71,1613,12.5,13.4,14,Sapotaceae,Pouteria,Pouteria engleri Eyma
3,71,1614,21,21.6,22.6,Fabaceae,Inga,Inga gracilifolia Ducke
3,71,1615,51,48.4,45,Lecythidaceae,Eschweilera,Eschweilera coriacea (DC.) S. A. Mori
3,71,5297,11.9,12.7,14.7,Vochysiaceae,Qualea,Qualea homosepala Ducke
3,71,5298,12.5,13,13.4,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
3,71,6180,10.1,10.5,10.5,Chrysobalanaceae,Licania,Licania sp. 9
3,71,6181,10.3,10.4,10.5,Meliaceae,Trichilia,Trichilia areolata Penn.
3,71,6182,10.3,10.6,11,Fabaceae,,
3,71,6605,,,12.8,Melastomataceae,Miconia,Miconia pyrifolia Naudin
3,72,1616,,,,Burseraceae,Protium,Protium apiculatum Swart
3,72,1617,13,13.2,13.1,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
3,72,1618,11.1,11.4,11.2,Annonaceae,Xylopia,Xylopia polyantha R. E. Fries
3,72,1619,44,44.5,45.5,Lecythidaceae,Lecythis,Lecythis chartacea Berg
3,72,1620,18.7,19.5,19.9,Lecythidaceae,Eschweilera,Eschweilera truncata A. C. Smith
3,72,1621,14.3,15,15.2,Ochnaceae,Ouratea,Ouratea sp. 3
3,72,1622,25.8,27.3,28.5,Olacaceae,Minquartia,Minquartia guianensis Aubl.
3,72,1623,26.1,27.1,28.4,Sapotaceae,Pouteria,Pouteria fulva T. D. Penn.
3,72,1624,48,35,52,Fabaceae,Pseudopiptadenia,Pseudopiptadenia psilostachya (DC.) Lewis & Lima
3,72,1625,15,15.2,15.4,Myrtaceae,Marlierea,Marlierea umbraticola (Kunth) O. Berg
3,72,1626,17.5,18,19.4,Olacaceae,Minquartia,Minquartia guianensis Aubl.
3,72,1627,18,19,19.8,Sapotaceae,Manilkara,Manilkara huberi (Ducke) A. Chev.
3,72,1628,20.7,21.5,19.3,Sapotaceae,Pouteria,Pouteria reticulata (Engl.) Eyma
3,72,1629,16.3,16.5,16.7,Ochnaceae,Quiina,Quiina paraensis Pires & Froes
3,72,1630,20.6,20.6,20.6,Sapindaceae,Toulicia,Toulicia guianensis Aubl.
3,72,1631,,14.4,14.1,Combretaceae,Buchenavia,Buchenavia tomentosa Eichler
3,72,1632,13.8,13.7,13.4,Fabaceae,Macrolobium,Macrolobium angustifolium (Benth.) Cowan
3,72,1633,27.6,28,27.9,Moraceae,Pseudolmedia,Pseudolmedia laevis (Ruiz & Pav.) J. F. Macbr.
3,72,1634,24,25.4,24.6,Violaceae,Rinorea,Rinorea sp. 1
3,72,1635,10.3,10.4,10.2,Burseraceae,Protium,Protium trifoliolatum Engl.
3,72,1636,16.2,16.8,17.1,Fabaceae,Tachigali,Tachigali plumbea / Sclerolobium sp. 3
3,72,1637,24.8,26,27.3,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
3,72,1638,10.6,10.5,10.7,Sapindaceae,Talisia,Talisia mollis Kunth. ex Cambess.
3,72,1639,23,26.6,33,Fabaceae,Sclerolobium,Sclerolobium sp. 5
3,72,1640,36,52,36,Fabaceae,Zygia,Zygia racemosa (Ducke) Barn. & Grimes
3,72,5299,10.4,10.5,10.5,Lecythidaceae,Eschweilera,Eschweilera grandiflora (Aubl.) Sandw.
3,72,6183,10.8,11.7,13,Lauraceae,Licaria,Licaria martiniana (Mez) Kosterm.
3,73,1641,16,16.4,16.4,Sapotaceae,Ecclinusa,Ecclinusa guianensis Eyma
3,73,1642,32.4,36.7,31,Sapotaceae,Pouteria,Pouteria engleri Eyma
3,73,1643,78,70,70,Fabaceae,Pseudopiptadenia,Pseudopiptadenia suaveolens (Miq.) Grimes
3,73,1644,11.2,11.7,11.4,Burseraceae,Protium,Protium aracouchini (Aubl.) Marchand
3,73,1645,24.3,24.5,24.3,Moraceae,Pseudolmedia,Pseudolmedia laevis (Ruiz & Pav.) J. F. Macbr.
3,73,1646,23.4,23.5,23.7,Sapotaceae,Ecclinusa,Ecclinusa guianensis Eyma
3,73,1647,17,17.1,17.2,Ochnaceae,Ouratea,Ouratea sp. 1
3,73,1648,47,48,48.8,Malvaceae,Scleronema,Scleronema micranthum (Ducke) Ducke
